checked_at,player_name,transfermarkt_team,position,market_value_eur,mws_name,event_name,labels,current_bid_eur,current_bid_usd,end_date_utc,slug,url
2026-09-16T13:14:33.516353+00:00,Christian Comotto,AC Milan Primavera,Central Midfield,2500000,Christian Comotto,SS Lazio - AC Milan,Issued,165,191,2026-09-21T16:00:00Z,christian-comotto-ic0cMmo1Fky_aZmMwbtBiw,https://mws.com/us/product/christian-comotto-ic0cMmo1Fky_aZmMwbtBiw
2026-09-16T13:14:33.516353+00:00,Francesco Camarda,AC Milan,Centre-Forward,15000000,Francesco Camarda,SS Lazio - AC Milan,Issued,185,214,2026-09-21T16:00:00Z,francesco-camarda-oZOUeOCeGUCMd2kFZeSvIw,https://mws.com/us/product/francesco-camarda-oZOUeOCeGUCMd2kFZeSvIw
2026-09-16T13:14:33.516353+00:00,Darryl Bakola,Olympique Marseille,Central Midfield,4000000,Darryl Bakola,U.S. Sassuolo - Juventus FC,"Worn, Signed",151,176,2026-09-22T16:00:00Z,darryl-bakola-34rAuvBOSkezyK235lku3g,https://mws.com/us/product/darryl-bakola-34rAuvBOSkezyK235lku3g
2026-09-16T13:14:33.516353+00:00,Mihajlo Cvetkovic,FK Cukaricki,Centre-Forward,6000000,Mihajlo Cvetkovic,RSC Anderlecht - KRC Genk,"Issued, Signed",140,162,2026-09-22T16:30:00Z,mihajlo-cvetkovic-YPBiwatw-0COg317gT0QsA,https://mws.com/us/product/mihajlo-cvetkovic-YPBiwatw-0COg317gT0QsA
2026-09-16T13:14:33.516353+00:00,Wael Mohya,Borussia Mönchengladbach U17,Attacking Midfield,2500000,Wael Mohya,SC Freiburg - Borussia Mönchengladbach,"Worn, Signed",334,386,2026-09-22T17:00:00Z,wael-mohya-0GAuRJU4XU2VTdfiZRDMPg,https://mws.com/us/product/wael-mohya-0GAuRJU4XU2VTdfiZRDMPg
2026-09-16T13:14:33.516353+00:00,Khalis Merah,Olympique Lyon U19,Central Midfield,8000000,Khalis Merah,Paris FC - Olympique Lyonnais,"Issued, Signed",145,169,2026-09-22T18:00:00Z,khalis-merah-3fHq74W5zk63v4_n2pOcrQ,https://mws.com/us/product/khalis-merah-3fHq74W5zk63v4_n2pOcrQ
2026-09-16T13:14:33.516353+00:00,Kacper Potulski,1.FSV Mainz 05 II,Centre-Back,2500000,Kacper Potulski,Mainz 05 - Eintracht Frankfurt,"Worn, Signed",121,140,2026-09-23T16:00:00Z,kacper-potulski-trzyHwsO0Uei8cuiHXh8mw,https://mws.com/us/product/kacper-potulski-trzyHwsO0Uei8cuiHXh8mw
2026-09-16T13:14:33.516353+00:00,Alexis Vossah,Toulouse FC U19,Central Midfield,3000000,Alexis Vossah,FC Lorient - Toulouse FC,"Worn, Signed",120,139,2026-09-23T16:30:00Z,alexis-vossah-0Krk2v1Eh0yJZKhGwK3G9Q,https://mws.com/us/product/alexis-vossah-0Krk2v1Eh0yJZKhGwK3G9Q
2026-09-16T13:14:33.516353+00:00,Mathys Niflore,Toulouse FC B,Goalkeeper,1000000,Mathys Niflore,FC Lorient - Toulouse FC,"Worn, Signed",119,139,2026-09-23T16:30:00Z,mathys-niflore-qijZP2h6e0u8NotwAtLlCQ,https://mws.com/us/product/mathys-niflore-qijZP2h6e0u8NotwAtLlCQ
2026-09-16T13:14:33.516353+00:00,Estêvão,Sociedade Esportiva Palmeiras,Right Winger,80000000,Estêvão,Chelsea - Hull City,"Worn, Signed",606,702,2026-09-23T17:00:00Z,estevao-MQ1pyHlGpUS51PlAnoo6MA,https://mws.com/us/product/estevao-MQ1pyHlGpUS51PlAnoo6MA
2026-09-16T13:14:33.516353+00:00,Daniel Banjaqui,SL Benfica B,Right-Back,1000000,Daniel Banjaqui,SL Benfica - Gil Vicente FC,"Worn, Signed",152,175,2026-09-23T19:00:00Z,daniel-banjaqui-mU12XlR1dEaWXlO2eps0MA,https://mws.com/us/product/daniel-banjaqui-mU12XlR1dEaWXlO2eps0MA
