checked_at,player_name,transfermarkt_team,position,market_value_eur,mws_name,event_name,labels,current_bid_eur,current_bid_usd,end_date_utc,slug,url
2026-09-16T13:14:19.512964+00:00,William Gomes,FC Porto,Right Winger,20000000,William Gomes,Casa Pia AC - FC Porto,"Worn, Signed",100,117,2026-09-23T00:00:00Z,william-gomes-MuSZoRkhy0SPQ6o3NZxPOA,https://mws.com/us/product/william-gomes-MuSZoRkhy0SPQ6o3NZxPOA
2026-09-16T13:14:19.512964+00:00,Archie Gray,Tottenham Hotspur,Right-Back,38000000,Archie Gray,Tottenham Hotspur - Everton,"Worn, Signed",221,254,2026-09-23T16:30:00Z,archie-gray-mSeObCIJVUaB8QK-ikeO8Q,https://mws.com/us/product/archie-gray-mSeObCIJVUaB8QK-ikeO8Q
2026-09-16T13:14:19.512964+00:00,Lucas Bergvall,Tottenham Hotspur,Central Midfield,40000000,Lucas Bergvall,Tottenham Hotspur - Everton,"Issued, Signed",293,339,2026-09-23T16:30:00Z,lucas-bergvall-AUzeSyCAJE-mtF0OnVZawA,https://mws.com/us/product/lucas-bergvall-AUzeSyCAJE-mtF0OnVZawA
2026-09-16T13:14:19.512964+00:00,Mateus Fernandes,Southampton FC,Central Midfield,32000000,Mateus Fernandes,Tottenham Hotspur - Everton,"Worn, Signed",251,289,2026-09-23T16:30:00Z,mateus-fernandes-wuXXRGElMU2TxXn0oKVQZQ,https://mws.com/us/product/mateus-fernandes-wuXXRGElMU2TxXn0oKVQZQ
2026-09-16T13:14:19.512964+00:00,Mathys Tel,Tottenham Hotspur,Left Winger,40000000,Mathys Tel,Tottenham Hotspur - Everton,"Worn, Signed",99,114,2026-09-23T16:30:00Z,mathys-tel-0XmSInpcj0e2IOmUgQ6unQ,https://mws.com/us/product/mathys-tel-0XmSInpcj0e2IOmUgQ6unQ
2026-09-16T13:14:19.512964+00:00,Estêvão,Sociedade Esportiva Palmeiras,Right Winger,80000000,Estêvão,Chelsea - Hull City,"Worn, Signed",606,702,2026-09-23T17:00:00Z,estevao-MQ1pyHlGpUS51PlAnoo6MA,https://mws.com/us/product/estevao-MQ1pyHlGpUS51PlAnoo6MA
2026-09-16T13:14:19.512964+00:00,Jorrel Hato,Ajax Amsterdam,Left-Back,40000000,Jorrel Hato,Chelsea - Hull City,"Worn, Signed",174,201,2026-09-23T17:00:00Z,jorrel-hato-nMwTg5cbX0mDtk6t6U9PAA,https://mws.com/us/product/jorrel-hato-nMwTg5cbX0mDtk6t6U9PAA
2026-09-16T13:14:19.512964+00:00,Levi Colwill,Chelsea FC,Centre-Back,55000000,Levi Colwill,Chelsea - Hull City,"Worn, Signed",150,174,2026-09-23T17:00:00Z,levi-colwill-vsfskrQkxkaIDDm1Dle0Gw,https://mws.com/us/product/levi-colwill-vsfskrQkxkaIDDm1Dle0Gw
2026-09-16T13:14:19.512964+00:00,Malo Gusto,Chelsea FC,Right-Back,35000000,Malo Gusto,Chelsea - Hull City,"Worn, Signed",155,179,2026-09-23T17:00:00Z,malo-gusto-w-92f6UFakawwDI2BSNzYA,https://mws.com/us/product/malo-gusto-w-92f6UFakawwDI2BSNzYA
2026-09-16T13:14:19.512964+00:00,Zeno Debast,Sporting CP,Centre-Back,30000000,Zeno Debast,FC Famalicão - Sporting CP,"Worn, Signed",91,106,2026-09-25T00:00:00Z,zeno-debast-G20GVYTWk0O6yVSNG1g-vQ,https://mws.com/us/product/zeno-debast-G20GVYTWk0O6yVSNG1g-vQ
2026-09-16T13:14:19.512964+00:00,Abdul Fatawu,Leicester City,Right Winger,20000000,Abdul Fatawu ,Crystal Palace - Ipswich Town,"Worn, Signed",133,155,2026-09-27T14:00:00Z,abdul-fatawu-6qPgAjBAx02cXkkbWZJYpQ,https://mws.com/us/product/abdul-fatawu-6qPgAjBAx02cXkkbWZJYpQ
2026-09-16T13:14:19.512964+00:00,Julio Enciso,Brighton & Hove Albion,Attacking Midfield,22000000,Julio Enciso,Crystal Palace - Ipswich Town,"Worn, Signed",171,198,2026-09-27T14:00:00Z,julio-enciso-zCUmBKiZ_EOxlMXpOH-YlQ,https://mws.com/us/product/julio-enciso-zCUmBKiZ_EOxlMXpOH-YlQ
2026-09-16T13:14:19.512964+00:00,Archie Gray,Tottenham Hotspur,Right-Back,38000000,Archie Gray,Liverpool - Tottenham Hotspur,"Worn, Signed",75,87,2026-09-27T15:00:00Z,archie-gray-T5qIlFGVxEiPrI_bhRNszA,https://mws.com/us/product/archie-gray-T5qIlFGVxEiPrI_bhRNszA
2026-09-16T13:14:19.512964+00:00,Lucas Bergvall,Tottenham Hotspur,Central Midfield,40000000,Lucas Bergvall,Liverpool - Tottenham Hotspur,"Worn, Signed",366,422,2026-09-27T15:00:00Z,lucas-bergvall-gdMVksOjSUuGW-juQ86ASQ,https://mws.com/us/product/lucas-bergvall-gdMVksOjSUuGW-juQ86ASQ
2026-09-16T13:14:19.512964+00:00,Mateus Fernandes,Southampton FC,Central Midfield,32000000,Mateus Fernandes,Liverpool - Tottenham Hotspur,"Issued, Signed",127,147,2026-09-27T15:00:00Z,mateus-fernandes-tRuMwjc1cEi-ubYbuS-GkA,https://mws.com/us/product/mateus-fernandes-tRuMwjc1cEi-ubYbuS-GkA
2026-09-16T13:14:19.512964+00:00,Mathys Tel,Tottenham Hotspur,Left Winger,40000000,Mathys Tel,Liverpool - Tottenham Hotspur,"Worn, Signed",127,147,2026-09-27T15:00:00Z,mathys-tel-TTqZ9UQHfE-36E8LmBED4g,https://mws.com/us/product/mathys-tel-TTqZ9UQHfE-36E8LmBED4g
2026-09-16T13:14:19.512964+00:00,Sindre Walle Egeli,FC Nordsjaelland,Right Winger,20000000,Sindre Walle Egeli,Ipswich Town - Arsenal,"Worn, Signed",50,57,2026-09-29T17:00:00Z,sindre-walle-egeli-FB8XuiQKEUqdnhVJlh4ILg,https://mws.com/us/product/sindre-walle-egeli-FB8XuiQKEUqdnhVJlh4ILg
