checked_at,player_name,transfermarkt_team,position,market_value_eur,mws_name,event_name,labels,current_bid_eur,current_bid_usd,end_date_utc,slug,url
2026-09-19T09:19:04.242591+00:00,Noah Nartey,Bröndby IF,Attacking Midfield,8000000,Noah Nartey,RSC Anderlecht - Olympique Lyonnais,"Worn, Signed",155,179,2026-09-24T18:00:00Z,noah-nartey-wfkAFovX3EWHBV65qIqd9Q,https://mws.com/us/product/noah-nartey-wfkAFovX3EWHBV65qIqd9Q
2026-09-19T09:19:04.242591+00:00,Luís Guilherme,West Ham United,Right Winger,18000000,Luís Guilherme,FC Famalicão - Sporting CP,"Worn, Signed",73,85,2026-09-25T00:00:00Z,luis-guilherme-a6KbdqT8i0-1aOab1sFrUg,https://mws.com/us/product/luis-guilherme-a6KbdqT8i0-1aOab1sFrUg
2026-09-19T09:19:04.242591+00:00,Davide Bartesaghi,AC Milan,Left-Back,18000000,Davide Bartesaghi,AC Milan - SL Benfica,Worn,166,191,2026-09-25T16:00:00Z,davide-bartesaghi-EG0gMQnEjUef6MOOoStLtQ,https://mws.com/us/product/davide-bartesaghi-EG0gMQnEjUef6MOOoStLtQ
2026-09-19T09:19:04.242591+00:00,Francesco Camarda,AC Milan,Centre-Forward,15000000,Francesco Camarda,AC Milan - SL Benfica,Issued,165,191,2026-09-25T16:00:00Z,francesco-camarda-peERnQ7j2k-rX29rL_MeGQ,https://mws.com/us/product/francesco-camarda-peERnQ7j2k-rX29rL_MeGQ
2026-09-19T09:19:04.242591+00:00,Archie Gray,Tottenham Hotspur,Right-Back,38000000,Archie Gray,Liverpool - Tottenham Hotspur,"Worn, Signed",139,159,2026-09-27T15:00:00Z,archie-gray-T5qIlFGVxEiPrI_bhRNszA,https://mws.com/us/product/archie-gray-T5qIlFGVxEiPrI_bhRNszA
2026-09-19T09:19:04.242591+00:00,Lucas Bergvall,Tottenham Hotspur,Central Midfield,40000000,Lucas Bergvall,Liverpool - Tottenham Hotspur,"Issued, Signed",151,173,2026-09-27T15:00:00Z,lucas-bergvall-gdMVksOjSUuGW-juQ86ASQ-34,https://mws.com/us/product/lucas-bergvall-gdMVksOjSUuGW-juQ86ASQ-34
2026-09-19T09:19:04.242591+00:00,Mathys Tel,Tottenham Hotspur,Left Winger,40000000,Mathys Tel,Liverpool - Tottenham Hotspur,"Issued, Signed",35,41,2026-09-27T15:00:00Z,mathys-tel-TTqZ9UQHfE-36E8LmBED4g-75,https://mws.com/us/product/mathys-tel-TTqZ9UQHfE-36E8LmBED4g-75
2026-09-19T09:19:04.242591+00:00,Estêvão,Sociedade Esportiva Palmeiras,Right Winger,80000000,Estêvão,Brentford - Chelsea,"Issued, Signed",430,494,2026-09-27T17:00:00Z,estevao-8hrJcyFGkEy_MraYnBuDZQ,https://mws.com/us/product/estevao-8hrJcyFGkEy_MraYnBuDZQ
2026-09-19T09:19:04.242591+00:00,Geovany Quenda,Sporting CP,Right Winger,45000000,Geovany Quenda,Brentford - Chelsea,"Issued, Signed",172,197,2026-09-27T17:00:00Z,geovany-quenda-c-SiJxxBuUagQgAJXLPguA,https://mws.com/us/product/geovany-quenda-c-SiJxxBuUagQgAJXLPguA
2026-09-19T09:19:04.242591+00:00,Abdoul Ouattara,RC Strasbourg Alsace,Right-Back,9000000,Abdoul Ouattara,Ipswich Town - Arsenal,"Worn, Signed",117,134,2026-09-29T17:00:00Z,abdoul-ouattara-vEsQE5equ0ugtnBA28HtLg,https://mws.com/us/product/abdoul-ouattara-vEsQE5equ0ugtnBA28HtLg
2026-09-19T09:19:04.242591+00:00,Sindre Walle Egeli,FC Nordsjaelland,Right Winger,20000000,Sindre Walle Egeli,Ipswich Town - Arsenal,"Worn, Signed",138,158,2026-09-29T17:00:00Z,sindre-walle-egeli-FB8XuiQKEUqdnhVJlh4ILg,https://mws.com/us/product/sindre-walle-egeli-FB8XuiQKEUqdnhVJlh4ILg
2026-09-19T09:19:04.242591+00:00,Álvaro Montoro,Botafogo de Futebol e Regatas,Left Winger,10000000,Álvaro Montoro,Botafogo - Grêmio,"Worn, Signed",169,194,2026-10-16T22:30:00Z,alvaro-montoro-kI3YwVeMGkCjFRVs4gPXgw,https://mws.com/us/product/alvaro-montoro-kI3YwVeMGkCjFRVs4gPXgw
