rank,name,team,position,market_value_eur,age,source_url,list_source_url
11,Konstantinos Karetsas,KRC Genk,Attacking Midfield,28000000,17,https://www.transfermarkt.com/konstantinos-karetsas/profil/spieler/990148,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
12,Chris Rigg,Sunderland AFC,Attacking Midfield,25000000,17,https://www.transfermarkt.com/chris-rigg/profil/spieler/947411,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
13,Charalampos Kostoulas,Olympiacos Piraeus,Centre-Forward,25000000,17,https://www.transfermarkt.com/charalampos-kostoulas/profil/spieler/1060087,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
14,Honest Ahanor,Genoa CFC,Centre-Back,25000000,16,https://www.transfermarkt.com/honest-ahanor/profil/spieler/1077175,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
15,Ibrahim Mbaye,Paris Saint-Germain,Right Winger,25000000,16,https://www.transfermarkt.com/ibrahim-mbaye/profil/spieler/1185888,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
16,Veljko Milosavljevic,Red Star Belgrade,Centre-Back,20000000,17,https://www.transfermarkt.com/veljko-milosavljevic/profil/spieler/989112,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
17,Josh King,Fulham FC,Attacking Midfield,20000000,17,https://www.transfermarkt.com/josh-king/profil/spieler/1011131,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
18,Karim Coulibaly,SV Werder Bremen U19,Centre-Back,20000000,17,https://www.transfermarkt.com/karim-coulibaly/profil/spieler/1084638,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
19,Max Dowman,Arsenal FC U18,Right Winger,20000000,15,https://www.transfermarkt.com/max-dowman/profil/spieler/1187629,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
20,Kennet Eichhorn,Hertha BSC U19,Defensive Midfield,20000000,15,https://www.transfermarkt.com/kennet-eichhorn/profil/spieler/1214123,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
21,Mikey Moore,Tottenham Hotspur,Right Winger,18000000,17,https://www.transfermarkt.com/mikey-moore/profil/spieler/1011147,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
22,Nathan De Cat,RSCA Futures,Central Midfield,17000000,16,https://www.transfermarkt.com/nathan-de-cat/profil/spieler/1105541,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
23,Andrija Maksimovic,Red Star Belgrade,Attacking Midfield,15000000,17,https://www.transfermarkt.com/andrija-maksimovic/profil/spieler/952779,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
24,João Simões,Sporting CP,Central Midfield,15000000,17,https://www.transfermarkt.com/joao-simoes/profil/spieler/958937,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
25,Francesco Camarda,AC Milan,Centre-Forward,15000000,16,https://www.transfermarkt.com/francesco-camarda/profil/spieler/1058368,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=1
26,Joane Gadou,Red Bull Salzburg,Centre-Back,15000000,17,https://www.transfermarkt.com/joane-gadou/profil/spieler/1075577,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
27,Rio Ngumoha,Liverpool FC U18,Left Winger,15000000,16,https://www.transfermarkt.com/rio-ngumoha/profil/spieler/1108466,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
28,Gabriel Carvalho,Sport Club Internacional,Right Winger,12000000,17,https://www.transfermarkt.com/gabriel-carvalho/profil/spieler/1089144,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
29,Oskar Pietuszewski,Jagiellonia Bialystok,Left Winger,12000000,16,https://www.transfermarkt.com/oskar-pietuszewski/profil/spieler/1162012,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
30,Tylel Tati,FC Nantes B,Centre-Back,12000000,16,https://www.transfermarkt.com/tylel-tati/profil/spieler/1241207,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
31,Marc Bernal,FC Barcelona,Central Midfield,10000000,17,https://www.transfermarkt.com/marc-bernal/profil/spieler/1018920,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
32,Kendry Páez,RC Strasbourg Alsace,Attacking Midfield,10000000,17,https://www.transfermarkt.com/kendry-paez/profil/spieler/1052439,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
33,Dro Fernández,FC Barcelona UEFA U19,Attacking Midfield,10000000,16,https://www.transfermarkt.com/dro-fernandez/profil/spieler/1071596,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
34,Vasilije Kostov,Red Star Belgrade,Attacking Midfield,10000000,16,https://www.transfermarkt.com/vasilije-kostov/profil/spieler/1073632,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
35,Robinio Vaz,Olympique Marseille,Centre-Forward,10000000,17,https://www.transfermarkt.com/robinio-vaz/profil/spieler/1131161,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
36,Kader Meïté,Stade Rennais FC,Centre-Forward,10000000,17,https://www.transfermarkt.com/kader-meite/profil/spieler/1141560,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
37,Gilberto Mora,Club Tijuana,Attacking Midfield,10000000,16,https://www.transfermarkt.com/gilberto-mora/profil/spieler/1155723,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
38,Luca Meirelles,Santos FC,Centre-Forward,10000000,17,https://www.transfermarkt.com/luca-meirelles/profil/spieler/1220143,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
39,Álvaro Montoro,Botafogo de Futebol e Regatas,Left Winger,10000000,17,https://www.transfermarkt.com/alvaro-montoro/profil/spieler/1228194,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
40,Jeremy Monga,Leicester City,Left Winger,10000000,15,https://www.transfermarkt.com/jeremy-monga/profil/spieler/1245948,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
41,Kerim Alajbegovic,Bayer 04 Leverkusen U19,Left Winger,8000000,17,https://www.transfermarkt.com/kerim-alajbegovic/profil/spieler/929994,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
42,Jay Robinson,Southampton FC,Left Winger,8000000,17,https://www.transfermarkt.com/jay-robinson/profil/spieler/1045124,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
43,Axel Tape,Paris Saint-Germain,Centre-Back,8000000,17,https://www.transfermarkt.com/axel-tape/profil/spieler/1077670,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
44,Jorthy Mokio,Ajax Amsterdam,Defensive Midfield,8000000,16,https://www.transfermarkt.com/jorthy-mokio/profil/spieler/1105532,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
45,Khalis Merah,Olympique Lyon U19,Central Midfield,8000000,17,https://www.transfermarkt.com/khalis-merah/profil/spieler/1187942,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
46,Isaque,Fluminense Football Club,Attacking Midfield,8000000,17,https://www.transfermarkt.com/isaque/profil/spieler/1219752,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
47,Gui Negão,SC Corinthians U20,Centre-Forward,8000000,17,https://www.transfermarkt.com/gui-negao/profil/spieler/1257133,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
48,Zé Lucas,Sport Club do Recife,Defensive Midfield,8000000,16,https://www.transfermarkt.com/ze-lucas/profil/spieler/1365897,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
49,Adrian Przyborek,Pogon Szczecin,Attacking Midfield,7000000,18,https://www.transfermarkt.com/adrian-przyborek/profil/spieler/1018395,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
50,Quentin Ndjantou,Paris Saint-Germain U19,Left Winger,7000000,17,https://www.transfermarkt.com/quentin-ndjantou/profil/spieler/1053208,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=2
51,Mihajlo Cvetkovic,FK Cukaricki,Centre-Forward,6000000,17,https://www.transfermarkt.com/mihajlo-cvetkovic/profil/spieler/897510,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
52,Francis Onyeka,Bayer 04 Leverkusen U19,Attacking Midfield,6000000,17,https://www.transfermarkt.com/francis-onyeka/profil/spieler/929943,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
53,Trey Nyoni,Liverpool FC,Central Midfield,6000000,17,https://www.transfermarkt.com/trey-nyoni/profil/spieler/1045123,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
54,Riquelme,Fluminense Football Club,Right Winger,6000000,17,https://www.transfermarkt.com/riquelme/profil/spieler/1219749,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
55,Kauã Prates,Cruzeiro EC U20,Left-Back,6000000,16,https://www.transfermarkt.com/kaua-prates/profil/spieler/1275068,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
56,Harry Amass,Manchester United,Left-Back,5000000,17,https://www.transfermarkt.com/harry-amass/profil/spieler/1011738,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
57,Chido Obi,Manchester United,Centre-Forward,5000000,17,https://www.transfermarkt.com/chido-obi/profil/spieler/1042886,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
58,Matteo Palma,Udinese Calcio,Centre-Back,5000000,16,https://www.transfermarkt.com/matteo-palma/profil/spieler/1058354,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
59,Mustafa Hekimoğlu,Besiktas JK,Centre-Forward,5000000,17,https://www.transfermarkt.com/mustafa-hekimoglu/profil/spieler/1071252,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
60,Wisdom Mike,Bayern Munich UEFA U19,Left Winger,5000000,16,https://www.transfermarkt.com/wisdom-mike/profil/spieler/1084539,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
61,Rafael Pinto Pedrosa,Karlsruher SC,Right-Back,5000000,17,https://www.transfermarkt.com/rafael-pinto-pedrosa/profil/spieler/1085900,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
62,Prosper Peter,Angers SCO,Centre-Forward,5000000,17,https://www.transfermarkt.com/prosper-peter/profil/spieler/1103958,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
63,Cyrill May,FCO St. Gallen U19,Centre-Back,5000000,17,https://www.transfermarkt.com/cyrill-may/profil/spieler/1153544,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
64,Love Arrhov,IF Brommapojkarna,Attacking Midfield,5000000,16,https://www.transfermarkt.com/love-arrhov/profil/spieler/1184986,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
65,Alexander Røssing-Lelesiit,Hamburger SV,Left Winger,5000000,17,https://www.transfermarkt.com/alexander-rossing-lelesiit/profil/spieler/1213681,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
66,Ruan Pablo,Esporte Clube Bahia,Left Winger,5000000,16,https://www.transfermarkt.com/ruan-pablo/profil/spieler/1220614,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
67,Robinho Junior,Santos FC U20,Right Winger,5000000,17,https://www.transfermarkt.com/robinho-junior/profil/spieler/1355385,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
68,Prince Amoako Junior,FC Nordsjaelland,Left Winger,5000000,17,https://www.transfermarkt.com/prince-amoako-junior/profil/spieler/1380311,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
69,Oskar Spiten,Molde FK,Left Winger,4500000,17,https://www.transfermarkt.com/oskar-spiten/profil/spieler/1007817,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
70,Mattia Liberali,Milan Futuro,Attacking Midfield,4000000,17,https://www.transfermarkt.com/mattia-liberali/profil/spieler/988964,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
71,Nikola Simic,FK Partizan Belgrade,Centre-Back,4000000,17,https://www.transfermarkt.com/nikola-simic/profil/spieler/1011580,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
72,Jonah Kusi-Asare,Bayern Munich,Centre-Forward,4000000,17,https://www.transfermarkt.com/jonah-kusi-asare/profil/spieler/1069512,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
73,Patrice Covic,SV Werder Bremen U19,Attacking Midfield,4000000,17,https://www.transfermarkt.com/patrice-covic/profil/spieler/1114155,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
74,Luis Engelns,SC Paderborn 07,Defensive Midfield,4000000,17,https://www.transfermarkt.com/luis-engelns/profil/spieler/1116191,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
75,Darryl Bakola,Olympique Marseille,Central Midfield,4000000,17,https://www.transfermarkt.com/darryl-bakola/profil/spieler/1170286,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u19&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=3
