rank,name,team,position,market_value_eur,age,source_url,list_source_url
152,Vasilije Kostov,Red Star Belgrade,Attacking Midfield,10000000,16,https://www.transfermarkt.com/vasilije-kostov/profil/spieler/1073632,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
153,Ayden Heaven,Manchester United,Centre-Back,10000000,18,https://www.transfermarkt.com/ayden-heaven/profil/spieler/1078163,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
154,Alisson,Shakhtar Donetsk,Right Winger,10000000,19,https://www.transfermarkt.com/alisson/profil/spieler/1083070,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
155,Gustavo Nunes,Brentford FC,Left Winger,10000000,19,https://www.transfermarkt.com/gustavo-nunes/profil/spieler/1086375,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
156,Gabriel Moscardo,Stade Reims,Defensive Midfield,10000000,19,https://www.transfermarkt.com/gabriel-moscardo/profil/spieler/1086636,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
157,Robinio Vaz,Olympique Marseille,Centre-Forward,10000000,17,https://www.transfermarkt.com/robinio-vaz/profil/spieler/1131161,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
158,Abdelhamid Ait Boudlal,Amiens SC,Centre-Back,10000000,18,https://www.transfermarkt.com/abdelhamid-ait-boudlal/profil/spieler/1134251,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
159,Kader Meïté,Stade Rennais FC,Centre-Forward,10000000,17,https://www.transfermarkt.com/kader-meite/profil/spieler/1141560,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
160,Gilberto Mora,Club Tijuana,Attacking Midfield,10000000,16,https://www.transfermarkt.com/gilberto-mora/profil/spieler/1155723,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
161,Maher Carrizo,CA Vélez Sarsfield,Right Winger,10000000,18,https://www.transfermarkt.com/maher-carrizo/profil/spieler/1162160,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
162,Luca Meirelles,Santos FC,Centre-Forward,10000000,17,https://www.transfermarkt.com/luca-meirelles/profil/spieler/1220143,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
163,Álvaro Montoro,Botafogo de Futebol e Regatas,Left Winger,10000000,17,https://www.transfermarkt.com/alvaro-montoro/profil/spieler/1228194,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
164,Jeremy Monga,Leicester City,Left Winger,10000000,15,https://www.transfermarkt.com/jeremy-monga/profil/spieler/1245948,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
165,Ethan Mbappé,LOSC Lille,Right Winger,9000000,18,https://www.transfermarkt.com/ethan-mbappe/profil/spieler/903666,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
166,Saël Kumbedi,Olympique Lyon,Right-Back,9000000,19,https://www.transfermarkt.com/sael-kumbedi/profil/spieler/951579,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
167,Matheus Gonçalves,CR Flamengo,Right Winger,9000000,19,https://www.transfermarkt.com/matheus-goncalves/profil/spieler/961046,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
168,Abdoul Ouattara,RC Strasbourg Alsace,Right-Back,9000000,19,https://www.transfermarkt.com/abdoul-ouattara/profil/spieler/991487,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
169,Ricardo Mathias,Sport Club Internacional,Centre-Forward,9000000,18,https://www.transfermarkt.com/ricardo-mathias/profil/spieler/1044132,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
170,Keny Arroyo,Besiktas JK,Right Winger,9000000,18,https://www.transfermarkt.com/keny-arroyo/profil/spieler/1074584,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
171,Louis Leroux,FC Nantes,Attacking Midfield,9000000,18,https://www.transfermarkt.com/louis-leroux/profil/spieler/1119456,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
172,Julien Duranville,Borussia Dortmund,Left Winger,8500000,18,https://www.transfermarkt.com/julien-duranville/profil/spieler/819215,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
173,Elias Baum,SV 07 Elversberg,Right-Back,8000000,19,https://www.transfermarkt.com/elias-baum/profil/spieler/744857,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
174,Noah Nartey,Bröndby IF,Attacking Midfield,8000000,19,https://www.transfermarkt.com/noah-nartey/profil/spieler/802515,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
175,Kirill Glebov,CSKA Moscow,Right Winger,8000000,19,https://www.transfermarkt.com/kirill-glebov/profil/spieler/865414,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=7
176,Obed Vargas,Seattle Sounders FC,Central Midfield,8000000,19,https://www.transfermarkt.com/obed-vargas/profil/spieler/889435,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
177,Oliver Scarles,West Ham United,Left-Back,8000000,19,https://www.transfermarkt.com/oliver-scarles/profil/spieler/922563,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
178,Lennon Miller,Motherwell FC,Central Midfield,8000000,18,https://www.transfermarkt.com/lennon-miller/profil/spieler/924857,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
179,Kerim Alajbegovic,Bayer 04 Leverkusen U19,Left Winger,8000000,17,https://www.transfermarkt.com/kerim-alajbegovic/profil/spieler/929994,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
180,Samuel Amo-Ameyaw,RC Strasbourg Alsace,Right Winger,8000000,18,https://www.transfermarkt.com/samuel-amo-ameyaw/profil/spieler/933900,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
181,Vasilije Adžić,Juventus FC,Attacking Midfield,8000000,18,https://www.transfermarkt.com/vasilije-adzic/profil/spieler/944570,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
182,Alex Tóth,Ferencvárosi TC,Central Midfield,8000000,19,https://www.transfermarkt.com/alex-toth/profil/spieler/998101,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
183,Alysson,Grêmio FBPA U20,Right Winger,8000000,18,https://www.transfermarkt.com/alysson/profil/spieler/1005583,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
184,Julio Soler,AFC Bournemouth,Left-Back,8000000,19,https://www.transfermarkt.com/julio-soler/profil/spieler/1009658,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
185,Jay Robinson,Southampton FC,Left Winger,8000000,17,https://www.transfermarkt.com/jay-robinson/profil/spieler/1045124,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
186,Adrián Liso,Real Zaragoza,Left Winger,8000000,19,https://www.transfermarkt.com/adrian-liso/profil/spieler/1061122,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
187,Taras Mykhavko,Dynamo Kyiv,Centre-Back,8000000,19,https://www.transfermarkt.com/taras-mykhavko/profil/spieler/1067225,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
188,Axel Tape,Paris Saint-Germain,Centre-Back,8000000,17,https://www.transfermarkt.com/axel-tape/profil/spieler/1077670,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
189,Deivid Washington,Santos FC,Centre-Forward,8000000,19,https://www.transfermarkt.com/deivid-washington/profil/spieler/1082850,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
190,Jorthy Mokio,Ajax Amsterdam,Defensive Midfield,8000000,16,https://www.transfermarkt.com/jorthy-mokio/profil/spieler/1105532,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
191,Samir El Mourabet,Racing Strasbourg B,Central Midfield,8000000,19,https://www.transfermarkt.com/samir-el-mourabet/profil/spieler/1130514,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
192,Cyriaque Irié,ESTAC Troyes,Right Winger,8000000,19,https://www.transfermarkt.com/cyriaque-irie/profil/spieler/1145064,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
193,Khalis Merah,Olympique Lyon U19,Central Midfield,8000000,17,https://www.transfermarkt.com/khalis-merah/profil/spieler/1187942,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
194,Dayann Méthalie,Toulouse FC U19,Left-Back,8000000,18,https://www.transfermarkt.com/dayann-methalie/profil/spieler/1191444,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
195,Isaque,Fluminense Football Club,Attacking Midfield,8000000,17,https://www.transfermarkt.com/isaque/profil/spieler/1219752,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
196,Gui Negão,SC Corinthians U20,Centre-Forward,8000000,17,https://www.transfermarkt.com/gui-negao/profil/spieler/1257133,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
197,Christ Inao Oulaï,SC Bastia,Central Midfield,8000000,18,https://www.transfermarkt.com/christ-inao-oulai/profil/spieler/1279526,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
198,Zé Lucas,Sport Club do Recife,Defensive Midfield,8000000,16,https://www.transfermarkt.com/ze-lucas/profil/spieler/1365897,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
199,Oscar Højlund,Eintracht Frankfurt,Central Midfield,7500000,19,https://www.transfermarkt.com/oscar-hojlund/profil/spieler/846310,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
200,Adam Daghim,Red Bull Salzburg,Right Winger,7500000,19,https://www.transfermarkt.com/adam-daghim/profil/spieler/881297,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop/plus/0/galerie/0?ausrichtung=alle&spielerposition_id=alle&altersklasse=u21&jahrgang=0&land_id=0&kontinent_id=0&jahr=2025&yt0=show&page=8
